,OTS:RKNEE:theta,OTS:RHIP:pos-X,OTS:RHIP:pos-Y,OTS:RHIP:pos-Z,OTS:RKNEE:pos-X,OTS:RKNEE:pos-Y,OTS:RKNEE:pos-Z,OTS:RANKLE:pos-X,OTS:RANKLE:pos-Y,OTS:RANKLE:pos-Z
56,100.71451224196726,-145.99710099999993,10.752227500000004,-1.9045410000003358,-134.01837149999983,-151.9965515,314.7838134999997,-121.47964499999989,-528.367104,345.4278559999998
57,100.71968454460176,-145.99652100000003,10.749480999999946,-1.9650879999999233,-132.89230399999997,-151.93710350000015,314.84326199999987,-120.24218799999994,-528.2953265000001,345.60998549999977
58,100.74936517660679,-145.99267550000002,10.788909999999987,-2.0307615000001533,-132.7972105,-151.92684900000006,314.55102499999975,-120.1116025,-528.294212,345.20068349999974
59,100.78310557294128,-145.99127199999998,10.815124500000024,-1.9952395000000251,-132.82418849999976,-152.00753750000013,314.2629390000002,-120.15957649999996,-528.386039,344.8177490000003
60,100.68734097372703,-145.98785399999997,10.882750999999985,-1.8751219999999194,-132.84686350000015,-152.05270400000006,313.9702145000001,-120.20260700000017,-528.442802,344.43395999999984
61,100.68722384688496,-145.9843444999999,10.915924000000018,-1.9498290000001361,-132.08074899999997,-152.19830350000007,314.2197269999997,-119.35839800000008,-528.6285325,344.02770999999984
62,100.7985698519932,-145.9782714999999,10.99221799999998,-1.9746095000000423,-132.020538,-152.17565950000005,313.9487304999998,-119.24746699999992,-528.617844,343.58605999999963
63,100.81443881369508,-145.97570799999994,11.026000999999951,-1.978881999999885,-133.04095499999994,-152.20489500000008,312.77673349999986,-120.35128800000007,-528.6562430000001,342.47497550000026
64,100.83481217843622,-145.97418200000004,11.044128500000056,-1.9863279999999577,-132.93817150000007,-152.20327799999995,312.39257750000024,-120.23751849999996,-528.6668929999998,341.95080499999995
65,100.85417156303096,-145.97021500000005,11.10852049999994,-1.9166260000001785,-132.74447650000002,-152.2601625000001,312.03295849999995,-120.1477359999999,-528.7476735000001,341.3572994999995
66,100.8485256151589,-145.96771250000006,11.135498499999926,-1.9555665000002591,-132.63583400000016,-152.27117950000002,311.6417234999999,-120.01107849999994,-528.769493,340.8420409999999
67,100.87334718920032,-145.96804799999995,11.124786500000027,-1.9912110000000212,-132.10974099999999,-152.43771400000003,311.3150634999997,-119.41769349999981,-528.9641955,340.1118164999998
68,100.97756572346468,-145.96707149999997,11.12634300000002,-2.0538329999999405,-132.0487059999998,-152.4334715,310.8173824999999,-119.33346599999982,-528.9702835,339.5021969999998
69,100.99753035375832,-145.94393949999994,11.37200949999999,-2.331908999999996,-131.92297400000007,-152.59378049999998,310.2346190000003,-119.22677649999991,-529.1313175,339.0568850000004
70,101.01215437181365,-145.94357300000001,11.401702999999998,-2.2032469999999194,-131.93875150000008,-152.59063750000007,309.7042239999996,-119.26684599999999,-529.1521075,338.25073299999985
71,101.0353582518786,-145.945648,11.374725000000012,-2.2052005000000463,-131.87753250000003,-152.6581725000001,309.27160649999996,-119.21899399999995,-529.2379149999999,337.6032715000001
72,101.07117776657752,-145.94274900000005,11.397796500000027,-2.277221499999996,-131.78182949999996,-152.67044050000004,308.7525635000002,-119.15258749999998,-529.2666545,336.91101100000014
73,100.96542628015334,-145.94244350000008,11.399566499999992,-2.293456999999762,-131.63684050000006,-152.64266899999996,308.1569825000006,-119.05862449999995,-529.253784,336.1867675000003
74,101.11775912633117,-145.94930999999997,11.450866499999961,-1.4371339999997872,-131.88037099999974,-152.69509850000009,308.05249000000003,-119.30828900000006,-529.3859325000001,334.84155250000003
75,100.99803005678936,-145.939209,11.459808500000008,-2.1929929999996602,-131.43942249999998,-152.62106300000005,307.00585950000004,-118.91110199999991,-529.277855,334.50293000000056
76,100.98756772819914,-145.9454955,11.510528499999964,-1.3425290000000132,-131.5877075000002,-152.71881150000002,306.9653324999995,-119.10241700000017,-529.460854,333.1135254999999
77,100.95339179932736,-145.949707,11.485535000000027,-1.074706999999762,-131.49990849999995,-152.75122049999993,306.49108950000027,-119.03555299999994,-529.529556,332.1077885000004
78,100.93472854959435,-145.95571900000004,11.431915499999945,-0.8012695000002168,-131.42544599999997,-152.7391970000001,306.00024399999984,-119.0279845,-529.5601500000001,330.9635005
79,100.91568809139386,-145.963165,11.349853499999995,-0.5631105000002208,-131.28100599999982,-152.74471999999992,305.4671629999998,-118.961273,-529.6037135,329.86169400000017
80,100.91315383906148,-145.96856649999995,11.289275999999973,-0.37304649999987305,-131.09945649999986,-152.72436549999998,304.9211425000003,-118.89462299999991,-529.620522,328.7655030000001
81,100.89748890659129,-145.97094749999997,11.262542499999995,-0.14111349999984668,-130.86184700000013,-152.65106200000002,304.3166504999999,-118.75866700000006,-529.5811155,327.671875
82,100.93618440158315,-145.9682315,11.299285999999938,0.011596499999996013,-130.51162699999986,-152.606445,303.7536619999996,-118.56396500000005,-529.5757675,326.5307614999997
83,100.97401488928877,-145.96133450000002,11.386841000000004,0.10461450000002515,-129.97729500000014,-152.56256150000002,303.066284,-118.19271900000012,-529.5629729999999,325.4750975000002
84,100.991328800663,-145.95706199999995,11.44189449999999,0.06603999999970256,-129.5239865000001,-152.51355,302.3056639999995,-117.95892299999991,-529.5432665,324.4002684999996
85,102.01511830500638,-145.95468099999994,11.471160999999938,0.18359349999991537,-129.0676880000001,-152.41351350000002,301.6008300000003,-117.66076649999991,-529.4752125,323.26000999999997
86,101.26376103325903,-145.73461899999995,13.282012999999893,-4.4030760000000555,-125.93493650000016,-153.47772250000003,298.75,-114.56366000000014,-530.3335115,325.29248050000024
87,101.33735233265051,-145.98703049999995,10.912780500000054,-1.757446500000242,-127.46807899999976,-151.839966,298.93518049999966,-116.61248799999998,-528.851326,322.1801754999997
88,101.3530758843098,-145.99212650000004,10.830535499999996,-1.8389895000000251,-126.91140800000016,-151.7576294999999,297.99352999999974,-116.26300050000009,-528.789078,321.13354500000014
89,101.38659725081423,-145.98922749999997,10.87506099999996,-1.8085934999999154,-126.2947694999998,-151.81744400000002,297.25573699999995,-115.8644405,-528.8931660000001,319.7972410000002
90,101.4381518045213,-145.98288000000002,10.969879499999934,-1.7467039999996814,-125.71929950000003,-151.85009750000006,296.4620355000002,-115.42141700000002,-528.965958,318.4489739999999
91,101.42059432141836,-145.98263550000001,10.985839499999997,-1.6665040000002591,-123.69039950000001,-152.6369934999999,296.2720945000001,-113.34313999999995,-529.7944415,317.61779750000005
92,101.41405042641303,-145.9846195,10.973419000000035,-1.5725099999999657,-122.95397950000006,-153.54492199999993,295.93933149999975,-113.00003049999987,-530.7803269999999,316.02893049999966
93,101.41555310823509,-145.989685,10.9148560000001,-1.5108639999998559,-122.54141249999998,-154.36105350000003,295.5289310000003,-112.59860300000014,-531.6515119999999,314.557495
94,101.42199118236249,-145.98983799999996,10.922912499999939,-1.4316404999999577,-121.98352049999971,-155.39382950000015,295.0898434999999,-112.40539599999988,-532.7574915000001,312.8183589999999
95,101.38863351449447,-145.9943545000001,10.8755799999999,-1.3309325000000172,-121.47348000000011,-156.50688200000002,294.61047350000035,-112.08441100000005,-533.9369660000001,310.9875484999998
96,101.42594185922746,-145.99508649999996,10.877960499999972,-1.2213135000001785,-120.89331100000015,-157.71284450000007,294.22717299999977,-111.64688100000001,-535.209953,308.9980469999996
97,101.46181474081622,-146.001221,10.801056000000017,-1.1711424999998599,-120.41009499999996,-158.99321049999992,293.61657700000023,-111.34454349999987,-536.5487825,307.03295849999995
98,101.49370607077303,-146.00161749999995,10.803863999999976,-1.0921630000002551,-119.9508975,-160.52896150000004,293.0244139999995,-111.05480999999997,-538.1452105000001,304.8668209999996
99,101.6088499368276,-146.01095600000008,10.686951000000022,-0.9947509999997237,-119.07275400000003,-162.01734899999997,292.45153800000026,-110.3001405,-539.684532,302.7622070000002
100,101.70857930365915,-146.00848399999995,10.72662349999996,-0.9288329999999405,-118.63870299999985,-163.86830100000003,291.70666600000004,-110.01550299999985,-541.587624,300.5712894999997
101,101.83800326903217,-146.0104980000001,10.70306400000004,-0.8713379999999233,-118.09704550000015,-165.7837985,290.9438475000002,-109.50979550000011,-543.5478365,298.2374265000003
102,101.99914133275757,-146.01287850000006,10.67486550000001,-0.8194580000003953,-117.26184049999995,-167.79415849999998,290.1131594999997,-108.9618835,-545.6044385,295.8911129999997
103,102.18054672959647,-146.01931749999994,10.58886700000005,-0.7896730000002208,-116.46017499999994,-170.01200849999987,289.1152339999999,-108.37390149999987,-547.8639979999999,293.3580320000001
104,102.41176896499078,-146.02194200000008,10.557189999999991,-0.7426754999996774,-115.46460000000002,-172.35948199999996,288.0441890000002,-107.58004750000009,-550.2495729999999,290.69885250000016
105,102.63951423416138,-146.01803599999994,10.613556000000017,-0.701171499999873,-114.57830799999988,-174.95254549999993,286.9293210000005,-106.95281999999997,-552.8795395,288.0461425000003
106,102.79334157817362,-146.01828,10.609923999999978,-0.7012939999999617,-113.39858950000007,-177.60147099999995,285.58483849999993,-105.91787699999986,-555.5562745,284.97656199999983
107,103.05721178794353,-146.01559450000002,10.645172000000002,-0.7269290000003821,-112.500946,-180.17643699999996,284.2482909999999,-105.07751399999995,-558.139534,281.53454599999986
108,103.31463659465702,-146.00884999999994,10.735870500000033,-0.7474364999998215,-111.66104150000001,-182.79711899999995,282.79016100000035,-104.40225250000003,-560.7774655,278.55481000000054
109,103.50330449653875,-146.00738550000005,10.75341800000001,-0.7725829999999405,-110.67080699999997,-185.23377950000003,281.20202649999965,-103.59579499999995,-563.2236705,275.4360350000002
110,103.8912865479339,-145.97396850000007,11.197112999999945,-0.7874754999998004,-110.608337,-186.85551500000008,279.7611090000005,-103.71407999999985,-564.8432620000001,272.5539550000003
111,104.18526444917049,-145.99429299999997,10.926177999999936,-0.8188474999997197,-108.93933049999987,-190.3814700000001,277.8673095000004,-102.17721549999987,-568.3786625,269.0961914999998
112,104.5191021082458,-145.98776250000003,11.012542499999995,-0.8304439999997157,-108.24127199999987,-192.85829149999995,276.12548849999985,-101.49301150000008,-570.849228,265.90185550000024
113,104.82434923965512,-145.98147599999993,11.091949499999942,-0.8785400000001573,-108.0867925,-195.3245695,274.2109370000003,-101.00921649999987,-573.304588,262.6661374999999
114,105.16677301257286,-145.97552499999995,11.171966999999995,-0.8547364999999445,-107.7115480000001,-197.87147499999998,272.3530275000003,-100.37875400000019,-575.8284835,259.2987065000002
115,105.50931785188371,-145.96984900000007,11.247040000000084,-0.8360594999999194,-107.43615699999987,-200.44241349999993,270.3935554999998,-99.80856349999999,-578.3778379999999,255.9625249999999
116,105.86857056314425,-145.97030599999994,11.237640499999998,-0.8735349999997197,-107.06054700000004,-202.99893150000003,268.42956500000037,-99.26907349999988,-580.914848,252.72583000000031
117,106.32260142288277,-145.97192399999994,11.21652199999994,-0.8841554999999062,-106.7719424999998,-205.52259850000007,266.3782964999996,-98.65615849999995,-583.414696,249.44775400000026
118,106.70109194011786,-145.96844450000003,11.266205000000014,-0.8261720000000423,-106.67578150000008,-208.13258399999995,264.2816160000002,-98.37976099999992,-586.0324860000001,246.60900850000007
119,107.4379087477248,-145.97293100000002,11.204650499999957,-0.8757325000001401,-106.48617549999994,-210.65817300000003,262.0986334999998,-97.86828549999996,-588.530739,243.23730499999965
120,107.82623906239748,-146.08737199999996,9.323211499999957,2.4375,-110.30239899999992,-194.12115500000004,253.46032650000006,-101.32956000000013,-572.2946475000001,240.19189400000005
121,108.22419983829572,-146.08038349999993,9.416626000000065,2.4963379999999233,-110.21652249999988,-197.11297649999995,251.5341789999993,-100.93823249999991,-575.262085,236.76965299999983
122,108.60591149834809,-146.08041400000002,9.386505000000056,2.6071775000000343,-110.03637750000007,-200.38919050000004,249.65966799999978,-100.53662150000014,-578.5098035,233.38012649999973
123,109.01591105474617,-146.085327,9.314422499999978,2.5908205000000635,-109.879547,-203.5378720000001,247.66882299999997,-100.22912599999995,-581.6238020000001,229.86877400000003
124,109.42666485010064,-146.07928449999997,9.357483000000002,2.76879850000023,-109.5727535000002,-207.09539799999993,245.78808600000048,-99.87689149999994,-585.1419599999999,226.38366700000006
125,109.81171812837351,-146.0848085,9.276428500000065,2.7523189999997157,-109.0377504999999,-210.40832499999988,243.7073975000003,-99.45223999999985,-588.4194714999999,222.8267820000001
126,110.24883569191879,-146.07992549999994,9.321380499999918,2.857421499999873,-108.39562999999998,-213.82708750000006,241.61987299999964,-98.69894449999993,-591.7711335,218.95629850000023
127,110.71667647543676,-146.07882700000005,9.336669999999913,2.8613279999999577,-107.56695600000012,-217.5782475000001,239.3272710000001,-98.09667999999988,-595.4603655000001,214.8868405000003
128,111.18857937333173,-146.08212300000002,9.231048500000043,3.0296629999998004,-107.09881600000006,-221.28594999999996,237.14562999999998,-97.86367800000005,-599.1212085,211.23303199999964
129,111.65941391926629,-146.07669099999998,9.309814500000016,3.0529790000000503,-106.13909949999993,-224.9021909999999,234.86364749999984,-97.2397460000002,-602.6940079999999,207.55773950000003
130,112.15730506923813,-146.075653,9.273711999999932,3.2097169999997277,-105.38430800000003,-228.80740349999996,232.49829099999988,-96.67977949999988,-606.5261305,203.53027349999957
131,112.68255072151892,-146.0703125,9.290100499999994,3.4002685000000383,-104.54544050000004,-232.59121649999997,230.24523950000003,-96.2147215,-610.261528,199.93798849999985
132,113.32749521768721,-146.06878699999993,9.297454500000072,3.44457999999986,-103.44464100000005,-236.56372050000004,227.77233849999993,-95.47048949999999,-614.184219,196.14367700000003
133,113.75556583255603,-146.03723149999996,9.801086499999997,3.385742500000106,-101.79586799999993,-240.56426999999996,225.14721650000047,-94.03646849999996,-618.189529,192.7814945
134,114.26380997738984,-146.05477900000005,9.498535500000003,3.4898679999996602,-101.10614050000004,-244.15625,222.8273924999994,-93.70193449999988,-621.7089235000001,189.0728755
135,114.79681216920102,-146.05917399999998,9.383056499999952,3.6169434999997065,-100.46267699999999,-248.17822250000017,220.3864749999998,-93.38568099999998,-625.6625365000001,185.28686549999975
136,115.31753755171628,-146.05612199999996,9.371398999999997,3.765991000000213,-99.79388449999988,-252.29452500000002,217.86962900000026,-92.99725349999994,-629.715546,181.5091554999999
137,115.84635339719075,-146.05429049999998,9.365356500000075,3.850219500000094,-99.12335199999984,-256.127381,215.36010750000014,-92.86892699999999,-633.497124,177.87475600000016
138,116.35215342712516,-146.0554199999999,9.302825999999982,3.9570315000000846,-98.43548550000014,-260.13305649999995,212.798096,-92.50860599999987,-637.440254,174.14477549999992
139,116.87759064494067,-146.06274399999995,9.13192749999996,4.084228499999881,-97.69879150000008,-264.10693349999997,210.273682,-92.06680300000005,-641.341919,170.42504899999994
140,117.38480679044702,-146.078125,8.920684499999993,3.9987795000001825,-97.05825800000002,-268.03445450000004,207.57080050000013,-91.71301299999982,-645.2118985,166.68627900000047
141,117.86688490605702,-146.0924070000001,8.644073500000104,4.083618000000115,-96.469513,-271.99795599999993,204.98046900000008,-91.37146050000001,-649.102417,162.9703370000002
142,118.36540433274776,-146.1187135,8.182800499999985,4.092285500000344,-95.84725900000012,-275.90063499999997,202.33972150000045,-90.99014250000005,-652.9179535000001,159.13684100000046
143,118.90313655603869,-146.14511149999998,7.7329710000000205,4.025512999999592,-95.35360700000001,-279.95898449999993,199.6455074999999,-90.63992300000018,-656.9034804999999,155.39538549999997
144,119.41555022903349,-146.1670835,7.369751000000065,3.906616000000213,-94.80087249999997,-283.8534854999999,196.85009750000017,-90.3184510000001,-660.7348104999999,151.64074700000037
145,119.95393042079374,-146.18963599999995,6.932709000000045,3.8608399999998255,-94.3336485000001,-287.972809,194.06188949999978,-89.941101,-664.7707674999999,147.76904299999978
146,120.49148343889047,-146.21224949999998,6.474669999999946,3.8027345000000423,-93.96218850000002,-292.0982365000001,191.2547609999997,-89.6590574999999,-668.8279575000001,144.01416000000017
147,121.01979041991585,-146.23184199999992,6.052978499999995,3.74292000000014,-93.53366099999994,-296.21166949999997,188.35607949999985,-89.26809749999984,-672.8657145,140.13049350000028
148,121.60221058427803,-146.25509599999998,5.544403500000044,3.6168210000000727,-93.25152550000018,-300.30758650000007,185.50512700000036,-88.99050900000009,-676.9019165,136.44274899999982
149,122.17723388853824,-146.2732544999999,5.152588000000037,3.460571500000242,-92.93182349999984,-304.44265799999994,182.48449700000037,-88.68627900000001,-680.9908065,132.67443900000035
150,122.7304439756698,-146.29354850000004,4.6683044999999765,3.285399999999754,-92.69268750000015,-308.71560650000004,179.40917949999948,-88.50421149999988,-685.2043685000001,128.7687989999995
151,123.31340441240002,-146.3122555,4.124755499999992,3.176635499999975,-92.46200550000003,-313.15219149999996,176.331909,-88.21249350000016,-689.5704039999999,124.80212449999999
152,123.91829669972014,-146.32839949999993,3.7066954999999098,2.939697000000251,-92.12393199999997,-317.440613,173.11914100000013,-87.85476699999981,-693.7959975000001,120.76464850000048
153,124.52681557707255,-146.34078999999997,3.337005500000032,2.7624515000002248,-91.82446249999998,-321.68142750000004,169.8560795000003,-87.47561649999989,-697.985634,116.76513700000032
154,125.13347316653564,-146.35330199999999,2.916351500000019,2.566772000000128,-91.5695495,-326.06112599999994,166.55700650000017,-87.14041150000003,-702.310028,112.71105950000037
155,125.76759023750337,-146.36428850000004,2.4817505000000892,2.3903810000001613,-91.40908849999994,-330.36794999999984,163.17382850000013,-86.93463150000014,-706.5559154999999,108.54406749999998
156,126.42053421594588,-146.37240599999996,2.158569000000057,2.202393000000029,-91.20300300000008,-334.695831,159.72558600000002,-86.62414549999994,-710.8424144999999,104.44555700000001
157,127.06370235919971,-146.3809205,1.701934499999993,2.0316164999999273,-91.01574699999992,-339.1726985,156.2305905000003,-86.41403200000013,-715.2718655000001,100.26147450000008
