,gast:RKNEE:theta,gast:RHIP:pos-X,gast:RHIP:pos-Y,gast:RHIP:pos-Z,gast:RKNEE:pos-X,gast:RKNEE:pos-Y,gast:RKNEE:pos-Z,gast:RANKLE:pos-X,gast:RANKLE:pos-Y,gast:RANKLE:pos-Z
572,170.58060180963622,-142.3867813188524,-1.2411931037069053,-14.019337042223754,-80.63072909815543,-315.31382485685236,-125.70453166798086,-85.54065508931653,-623.6239675622662,-120.54399269546232
573,170.36249072476443,-142.22098897992277,-0.8293016037624739,-13.968681204231018,-80.54287982364161,-311.4271735757627,-126.29978740045703,-83.89016354542747,-614.4585233587521,-117.75300269175092
574,170.49552180435288,-142.55985175849062,-0.9391797379095124,-13.562777215385438,-79.59333101603056,-307.89454566369574,-126.72561452588042,-83.33920222321095,-603.8641322879796,-115.31986386382277
575,170.63613407694822,-142.697072718831,-1.2197720823747886,-12.959440052249477,-78.8589741197614,-306.0798286319244,-126.90619076384615,-83.15539136019997,-595.7750269330194,-113.12833471733381
576,170.42117150439717,-142.14367158881558,-0.8670027165700276,-12.69550052481651,-78.69535080841865,-304.44962062624757,-126.8127461974417,-82.50520040506628,-587.2902146006437,-109.4422736697465
577,170.1828410126332,-141.4629789990397,0.13202447270316497,-12.704860313342863,-78.12090754444807,-302.16548931453997,-126.76010581476328,-81.78984823391963,-577.4278555241751,-105.12859931372613
578,170.4693325091917,-141.4221754704787,0.8673871494869445,-12.473350435474515,-76.5835621166612,-300.43633141949385,-127.18133297499116,-81.7795465531838,-571.5997136894716,-103.25146065519822
579,171.02355438133097,-141.7803493037859,0.8411417371991092,-12.071771414513023,-75.19871434439887,-299.73670910832965,-127.71259560554842,-82.03646039891647,-573.7080806597288,-104.39788639397625
580,171.09346829224023,-141.75887971436856,0.6469062590363137,-12.183723713080212,-75.05642264641614,-299.1322804710522,-127.34805187803147,-81.50846381733155,-580.8880948252948,-106.16643626588247
581,170.7112511164849,-141.431357602287,0.9292271656794355,-13.06170785511381,-75.21404830535943,-298.88505154106235,-126.0272603099516,-80.42221812120054,-589.3900333785281,-107.5550288374927
582,170.68958097113955,-141.6638645907722,1.4093462171510964,-14.186833994696883,-73.96784471039899,-300.32261382118674,-125.027164716149,-80.13592591602165,-599.2603182584486,-110.01550497861204
583,171.23724169685184,-142.67153221879857,1.4877705417086418,-15.054769261728211,-71.64076310878016,-302.71933140112657,-125.0611630012258,-81.06205074204043,-610.0817540202911,-113.51418958546145
584,171.62247105477954,-143.59315912519725,1.2093003970011296,-15.649183807328257,-70.33501692971294,-303.8626160593149,-125.1783346414415,-82.21283192630517,-618.1317377988979,-115.46082410209269
585,171.4944424196136,-143.7516890686724,1.0108307116463493,-16.035407976384192,-70.92608598392849,-304.16436923086053,-124.50490396143704,-83.06004883571741,-621.5090903676115,-114.93243200681826
