OTS:KNEE_JOINT:ANGLE,OTS:HIP:X,OTS:HIP:Y,OTS:HIP:Z,OTS:KNEE:X,OTS:KNEE:Y,OTS:KNEE:Z,OTS:ANKLE:X,OTS:ANKLE:Y,OTS:ANKLE:Z,BLAZEPOSE vp:1:KNEE_JOINT:ANGLE,BLAZEPOSE vp:1:HIP:X,BLAZEPOSE vp:1:HIP:Y,BLAZEPOSE vp:1:HIP:Z,BLAZEPOSE vp:1:KNEE:X,BLAZEPOSE vp:1:KNEE:Y,BLAZEPOSE vp:1:KNEE:Z,BLAZEPOSE vp:1:ANKLE:X,BLAZEPOSE vp:1:ANKLE:Y,BLAZEPOSE vp:1:ANKLE:Z,BLANK,THETA-err:Bvp:1,HIP:X-err:Bvp:1,HIP:Y-err:Bvp:1,HIP:Z-err:Bvp:1,KNEE:X-err:Bvp:1,KNEE:Y-err:Bvp:1,KNEE:Z-err:Bvp:1,ANKLE:X-err:Bvp:1,ANKLE:Y-err:Bvp:1,ANKLE:Z-err:Bvp:1
110.48839754276766,-146.20303349999995,4.90277100000003,5.918457499999931,-97.5517574999999,-230.33099300000003,242.74389650000012,-97.75244150000003,-608.6281965000001,221.3812254999998,49.2604871064824,-46.48364542354748,10.41017922537309,-0.8222698885222068,-5.227358769754693,-49.975451792029446,311.5257454954847,-6.787921282592684,-169.88501203904238,334.0275601167167,,61.227910436285256,99.71938807645247,5.5074082253730605,6.740727388522139,92.3243987302452,180.3555412079706,68.78184899548461,90.96452021740734,438.74318446095765,112.6463346167169
109.50264194020458,-146.22213749999992,5.003814499999976,5.333984500000042,-97.65423650000002,-226.00363099999993,245.66748000000007,-97.81973300000004,-604.176063,223.7801515000001,111.26442361749025,-98.98037024679695,10.410228135170348,-0.8257151056295492,-40.50586935820436,-106.42272145288115,311.52635669149856,-52.91850287060875,-361.74832323091636,334.0247926073477,,1.7617816772856685,47.241767253202966,5.406413635170372,6.159699605629592,57.14836714179567,119.58090954711878,65.8588766914985,44.901230129391294,242.42773976908364,110.2446411073476
108.55174982834568,-146.22909550000008,5.187073000000055,4.953734999999597,-97.8332210000001,-221.71322600000008,248.61486799999966,-97.89776600000005,-599.747749,226.01843250000002,153.05173164432932,-134.49503700266672,10.410270786929772,-0.8249683157079356,-70.33125551870822,-144.61035755098345,311.52718459563397,-86.3872310222095,-491.5467608080504,334.0219645515563,,44.499981815983645,11.734058497333365,5.223197786929717,5.778703315707532,27.501965481291876,77.10286844901663,62.91231659563431,11.510534977790542,108.20098819194959,108.0035320515563
107.61814479841435,-146.2452699999999,5.1521000000000186,4.490844999999808,-98.18936150000013,-216.85452250000003,251.53234900000007,-98.09951799999999,-594.7959820000001,228.9449464999998,179.34564154141145,-156.96129115305146,10.410306571127862,-0.8214041627555243,-94.87089740229641,-168.76790633300283,311.52807617484996,-109.73964308719485,-573.6567018581576,334.01918638298474,,71.7274967429971,10.716021153051571,5.258206571127843,5.312249162755332,3.3184640977037247,48.0866161669972,59.99572717484989,11.64012508719486,21.139280141842505,105.07423988298495
106.66692753184459,-146.24874899999998,5.33718900000008,4.148193500000161,-98.36987299999998,-212.311737,254.5578615000004,-98.29348749999997,-590.155953,231.89160149999998,194.05363588786565,-169.63891121071558,10.410335377792437,-0.816145215616685,-114.41973532377804,-182.400360761352,311.52892309746557,-125.13817704648125,-619.9917337256682,334.0165404135475,,87.38670835602106,23.3901622107156,5.073146377792357,4.964338715616846,16.049862323778058,29.91137623864799,56.971061597465166,26.844689546481277,29.8357807256682,102.12493891354751
105.78142311348005,-146.30102549999992,4.61373900000001,3.0175779999999577,-99.60821549999991,-208.67440799999986,257.2362065000002,-99.9544985,-586.4101639999999,234.359375,200.36866294085456,-175.1968789819732,10.410357466030225,-0.8100895597266616,-129.36908066538416,-188.37747849281868,311.5296542188076,-134.4042603334942,-640.3062505492254,334.01408579105856,,94.58723982737452,28.89585348197329,5.796618466030216,3.827667559726619,29.760865165384246,20.296929507181176,54.293447718807386,34.44976183349419,53.896086549225515,99.65471079105856
104.87210295107751,-146.27340700000002,5.151794500000051,3.455566500000259,-99.3689270000001,-203.895798,260.35632350000014,-99.56494099999998,-581.5381924999999,237.39148000000023,200.86217360639864,-175.78976756269495,10.410373350859006,-0.8039367642896273,-140.17886714187182,-189.01591508166052,311.5302287882686,-139.0573215378514,-642.4746283492069,334.0118629023215,,95.99007065532113,29.516360562694928,5.258578850858955,4.2595032642898865,40.80994014187172,14.87988291833949,51.17390528826843,39.49238053785143,60.93643584920699,96.6203829023213
104.0403440475048,-146.2745359999999,5.337096999999972,3.109130499999992,-98.9582519999999,-199.34515399999998,263.07873500000005,-99.07855199999995,-576.8925704999999,240.04834000000028,197.56930787925808,-173.12771291296153,10.410383706370927,-0.7982122591428871,-147.35318014905837,-186.15445822220462,311.5306303464028,-140.35083884616367,-632.7469501655497,334.0098972503147,,93.52896383175327,26.85317691296163,5.073286706370956,3.907342759142879,48.39492814905847,13.190695777795355,48.45189534640275,41.27228684616372,55.8543796655498,93.9615572503144
103.0183793454331,-146.279541,5.376739499999985,2.7889405000000806,-94.98971500000005,-195.42091399999993,265.9794925000001,-94.62124649999998,-572.909981,243.34484900000007,192.06655670342303,-168.54023483568508,10.410389284253561,-0.7932901555599876,-151.4189019177543,-181.22264884598945,311.53086128068657,-139.30553907477943,-615.9822527461612,334.00820283410474,,89.04817735798993,22.26069383568509,5.033649784253576,3.5822306555600685,56.429186917754265,14.198265154010471,45.55136878068646,44.68429257477945,43.072271746161164,90.66335383410467
102.07520423171555,-146.28192149999995,5.419952500000022,2.56957999999986,-95.28445449999981,-191.21566799999994,268.84155299999975,-94.7519534999999,-568.5485534999999,245.3461914999998,185.5422252047622,-163.03417318451753,10.410390846695291,-0.7894145452454923,-152.90731019506381,-175.30307488848734,311.5309380085695,-136.73986114930054,-595.8602662861924,334.00678506012133,,83.46702097304664,16.752251684517574,4.990438346695269,3.358994545245352,57.622855695064004,15.912593111512592,42.68938500856973,41.98790764930064,27.311712786192516,88.66059356012153
101.15258110710548,-146.28494249999994,5.428863500000034,2.3758545000000595,-95.72705100000007,-186.98611449999999,271.66162099999974,-95.17620850000003,-564.2012405,247.8189695000001,178.86002324738038,-157.34600512636808,10.410389112701607,-0.7867193117741783,-152.33846817502194,-169.18762354044532,311.530886756444,-133.29779788569525,-575.072618718456,334.0056432134258,,77.7074421402749,11.061062626368141,4.981525612701573,3.1625738117742377,56.61141717502187,17.79849095955467,39.869265756444236,38.121589385695216,10.871378218456016,86.1866737134257
100.20151269621502,-146.2915345,5.311066000000096,2.2287594999997964,-96.13433850000013,-182.76515199999994,274.36852999999974,-95.48464950000005,-559.8693539999999,250.26464849999957,172.6161092652357,-151.9888092838485,10.41038471684891,-0.785246488727415,-150.2082434005365,-163.42797779888215,311.53073990315977,-129.4742299278355,-555.4944760552686,334.00477251760617,,72.41459656902069,5.697274783848485,5.099318716848813,3.0140059887272113,54.07390490053638,19.33717420111779,37.16220990316003,33.98958042783545,4.374877944731338,83.7401240176066
99.33916241990734,-146.2929385,5.337097500000027,2.0711670000000595,-97.10195900000008,-178.61437999999998,277.0219729999999,-96.43487550000009,-555.5807414999999,252.30346700000018,167.1899133205648,-147.2941425829676,10.41037817950239,-0.7849631987794803,-146.97779335860434,-158.3806431327813,311.5305328567098,-125.63786569628468,-538.3375902819967,334.0041658119319,,67.85075090065747,1.0012040829676039,5.073280679502362,2.8561301987795398,49.875834358604266,20.23373686721868,34.508559856709894,29.20299019628459,17.243151218003277,81.70069881193172
98.64730073485106,-146.29714949999993,5.25698849999992,1.9744874999996682,-97.99044799999979,-174.55287150000004,279.50061049999977,-96.9160159999999,-551.416908,254.58923349999986,162.7890653406702,-143.44909563139487,10.410369887524576,-0.7857772079865748,-143.06535549077012,-154.24679007851444,311.53030143271496,-122.05190120316357,-524.2857263025832,334.00381487440086,,64.14176460581913,2.8480538686050636,5.1533813875246555,2.7602647079862432,45.07490749077033,20.3060814214856,32.0296909327152,25.135885203163667,27.131181697416878,79.414581374401
98.10042026601236,-146.29824800000006,5.251251000000025,1.9078365000000304,-99.11358650000011,-170.86170950000002,281.68566850000025,-97.73910500000011,-547.6754605000001,257.1141355,159.4887544846163,-140.52879245261371,10.410360084501146,-0.7875511295312885,-138.84017934079702,-151.1071985800377,311.53007970333397,-118.89251358791938,-513.613439437345,334.0037114193114,,61.38833421860393,5.769455547386343,5.159109084501122,2.695387629531319,39.72659284079691,19.754510919962314,29.84441120333372,21.153408587919273,34.06202106265505,76.88957591931143
97.79740087893674,-146.29861449999999,5.256591999999955,1.8587644999997792,-100.32067899999993,-167.504013,283.5340575,-98.72424300000011,-544.3054119999999,259.6705320000001,157.26584559138473,-138.52460040128506,10.410348869510557,-0.7901153111752828,-134.61843856151742,-148.9525898888948,311.52989828522567,-116.26530222882559,-506.2891749733001,334.00384779799225,,59.46844471244799,7.774014098714929,5.153756869510602,2.648879811175062,34.297759561517495,18.55142311110518,27.995840785225653,17.541059228825475,38.016237026699855,74.33331579799216
