,OTS:KNEE:theta,OTS:HIP:pos-X,OTS:HIP:pos-Y,OTS:HIP:pos-Z,OTS:KNEE:pos-X,OTS:KNEE:pos-Y,OTS:KNEE:pos-Z,OTS:ANKLE:pos-X,OTS:ANKLE:pos-Y,OTS:ANKLE:pos-Z,vibe:KNEE:theta,vibe:HIP:pos-X,vibe:HIP:pos-Y,vibe:HIP:pos-Z,vibe:KNEE:pos-X,vibe:KNEE:pos-Y,vibe:KNEE:pos-Z,vibe:ANKLE:pos-X,vibe:ANKLE:pos-Y,vibe:ANKLE:pos-Z
10,100.3873431814842,-145.95007299999995,11.48910550000005,-0.9859620000001996,-136.26196299999992,-154.2873535,316.369385,-122.66433699999992,-530.8814085,343.1779784999999,117.42538944058958,-153.16440988377178,-0.822246128430038,-17.480723398026992,-158.62136206852017,-243.74458894351832,118.22041542629722,-170.79421273482635,-638.7303413997473,305.8477829827632
11,100.3776054872771,-145.95269800000003,11.455718999999933,-0.9830325000002632,-136.24804700000004,-154.2519840000001,316.45617649999986,-122.68084700000009,-530.8416215000001,343.33532749999995,112.87894266295378,-154.65231453865763,-1.7647306609842275,-16.346022058122237,-164.24197368921415,-223.64812789499206,120.90661110347332,-180.62515185970352,-615.158859116905,305.84772870485006
12,100.37981774818552,-145.95489500000008,11.428405999999995,-0.978881999999885,-136.10525499999994,-154.25616450000007,316.6149905000002,-122.570068,-530.844322,343.51855500000056,115.86718772864798,-151.57689829572712,3.2994449106061268,-19.52341751427035,-162.92513844763505,-223.3838884708855,116.16855604218824,-172.70844705533054,-622.4484014770426,305.4253435832262
13,100.38060803958832,-145.9575195,11.394317499999945,-0.9770505000001322,-136.0176695,-154.16616799999997,316.79309099999955,-122.49719249999998,-530.7397535,343.90966800000024,120.95656748706382,-148.69238091429455,5.349601839792911,-22.54093241196061,-155.04085914165591,-245.86644733168873,119.59822288727611,-157.67193813948194,-643.666514448279,298.64781100668586
14,100.37554327468328,-145.95996100000002,11.364441000000056,-0.9620359999998982,-135.94631949999984,-154.14791849999995,316.91674850000027,-122.49258450000002,-530.7174829999999,344.1248784999998,120.966633241653,-148.60324276875727,1.632282636967858,-20.51540715693777,-146.0731612471988,-253.26924191031188,123.28757615952065,-148.9486100134855,-637.2728755388775,306.1195373441377
15,100.37521426719704,-145.96005249999996,11.364716000000044,-0.9439700000002632,-135.95437600000002,-154.1155090000001,317.01330599999983,-122.47595200000012,-530.6803130000001,344.26904300000024,118.31149130513126,-148.2059867345126,-0.4153086816990168,-16.015626062761356,-136.734405779229,-230.70776339003316,108.49475752809133,-139.27733019718903,-607.4167253380876,337.258466556165
16,100.37177139066333,-145.96243299999992,11.333527000000004,-0.9582520000003568,-135.93841550000002,-154.11474600000008,317.0893554999998,-122.49334700000009,-530.6764145,344.4006344999998,117.85692845181774,-146.07087389825267,1.7518190388352082,-14.581284825371098,-125.16900113952335,-209.708124895757,86.37848322314073,-120.97764757808073,-589.9897854936835,362.68994239053063
17,100.36543251052022,-145.96353150000004,11.319244500000082,-0.9645995000000768,-135.89840750000008,-154.10073849999992,317.1705324999998,-122.47390800000016,-530.65982,344.5236815000003,118.56289119765327,-145.04614563641667,2.3379516077019673,-16.423529648247573,-115.13703278259756,-213.62137349993526,82.82427641005478,-105.20503576218303,-592.6845376614576,358.9054894591844
18,100.37095264420202,-145.9643555,11.307007,-0.9781489999995756,-135.04122899999993,-154.05828850000012,317.49560550000024,-121.46701000000007,-530.6015165,344.98669450000034,118.07616977896349,-145.79382825519204,-0.2679493832137183,-17.763454580376848,-109.83708775603435,-222.65991415870462,92.83735963535798,-99.77118807237366,-591.2925308414204,348.5684793609312
19,100.3632330361742,-145.967987,11.25787349999996,-0.9980469999995876,-134.93475349999994,-154.10488900000007,317.5405275000003,-121.45599349999998,-530.6487735000001,345.0764159999999,118.17416936109137,-145.29065070326692,-1.0515862990512517,-17.745810722526116,-102.94202409485891,-215.95500770983188,91.88319471404856,-91.66842938061234,-575.7729422882769,360.4025983840228
