,vibe:KNEE:theta,vibe:HIP:pos-X,vibe:HIP:pos-Y,vibe:HIP:pos-Z,vibe:KNEE:pos-X,vibe:KNEE:pos-Y,vibe:KNEE:pos-Z,vibe:ANKLE:pos-X,vibe:ANKLE:pos-Y,vibe:ANKLE:pos-Z
110,167.28269490698213,-7.853121,-142.29271,-31.746403,27.589964,233.72685,-42.41467,21.421513,615.34595,21.02409
111,166.81309891097624,-8.75729,-142.68347,-31.884212,31.661808,233.03268,-44.902943,27.381628,615.10815,18.01857
112,166.91220751715406,-9.766122,-142.19135,-31.174353,26.051489,233.98622,-41.63098,21.23524,615.18585,25.420916
113,166.15310968430896,-10.310149,-142.76454,-30.668959,26.113607,231.69084,-38.089058,16.594414,609.8088,34.343243
114,167.02966713408443,-9.771191,-142.0432,-30.449665,27.499086,232.54755,-35.538677,26.427507,610.9534,36.78973
115,166.9447021421304,-9.737307,-142.11789,-30.69588,24.896334,232.30534,-35.41357,18.348312,610.2164,36.326725
116,167.35600076602293,-9.187101,-141.9154,-31.924047,23.662262,233.81044,-39.11978,18.120691,613.8162,28.850348
117,167.14316182620158,-8.799854,-142.10388,-30.109226,25.42666,233.36281,-30.167574,20.760353,611.58813,46.28513
118,167.18263348941508,-6.669346,-140.20912,-33.046562,33.609787,236.5895,-42.288113,30.634224,619.0375,22.660967
119,167.6842255065879,-9.090437,-141.02858,-30.950296,24.01559,235.39812,-33.33793,23.96885,615.0935,39.721535
120,168.1732994945594,-9.283159,-140.53929,-31.978655,18.160143,236.81546,-37.19408,14.374729,618.18945,30.47129
121,168.2892504934568,-12.111631,-141.29814,-30.148975,15.711237,235.30757,-30.70529,17.739964,614.7766,42.77957
122,168.31497042455013,-11.73484,-139.80374,-30.693048,11.705934,238.34334,-30.485575,5.339511,619.3254,42.369858
123,167.93769894932896,-10.833364,-141.44527,-29.13601,16.365677,233.46649,-20.909845,11.832937,609.1144,61.139618
124,168.61877467751137,-12.129812,-138.9929,-29.836744,6.1929674,239.19905,-23.72231,-2.455391,618.8377,53.964214
125,167.6771186947565,-11.812645,-141.01317,-29.392956,9.051351,233.80829,-21.042093,-5.347889,608.5955,61.286854
126,168.38508829279584,-11.744701,-139.15854,-30.092915,6.7633204,237.99324,-24.538763,-4.4447536,616.36975,52.901783
127,167.58107684351603,-13.69789,-140.9434,-29.260199,5.229214,234.06183,-21.334267,-10.621121,608.77563,61.51619
128,166.94801393010422,-15.892135,-141.66353,-29.747505,-2.4444807,231.47597,-38.941727,-24.326824,606.29553,30.521713
129,167.22577808685477,-16.13106,-142.25758,-29.43006,-2.362539,230.70424,-34.597343,-21.395046,604.8469,37.970684
130,167.82579312996745,-15.303111,-141.18115,-29.844135,-1.3012383,232.63957,-34.837975,-16.484478,608.3578,35.347282
131,167.74034063326144,-12.937995,-141.45038,-29.926102,3.7547872,232.23767,-28.402298,-12.637118,606.6164,47.250004
132,168.3180064436362,-11.9243965,-141.19139,-30.791296,2.6530726,233.37842,-30.261286,-12.357567,609.4465,41.990486
133,168.0471083345488,-10.776713,-141.0726,-30.93001,7.840965,234.20067,-26.53667,-8.599222,610.3418,49.24846
134,168.6252488430709,-10.367821,-141.17282,-31.819586,5.6778016,235.05307,-34.513935,-4.9127827,613.933,33.887558
135,168.85706546350113,-9.185356,-141.10696,-31.383314,7.390215,235.46628,-31.766356,-0.95721895,614.54224,38.035034
136,168.42636227217656,-8.924142,-141.13834,-32.182106,10.621171,235.783,-34.166813,-0.661673,615.40936,34.845383
137,168.2402037588006,-8.028809,-141.66397,-31.86312,16.028107,235.53622,-37.069542,7.6358633,616.5562,29.489958
138,168.26212525094175,-9.333628,-141.16243,-32.16193,11.559157,236.42325,-37.018032,-0.04613027,617.4443,29.756327
139,168.42838827703912,-8.894049,-140.61552,-31.549551,11.382339,237.4778,-33.41394,0.36039203,618.5508,35.80822
140,167.84357125860336,-7.886615,-139.39064,-31.17028,18.072868,239.11159,-29.334255,5.6452303,619.8409,44.603756
141,168.1551841253332,-6.2692404,-140.3252,-31.89512,18.679174,237.85973,-34.771328,7.2762966,619.4729,33.078396
142,168.2076237564596,-8.358757,-141.0487,-32.559254,13.831214,237.23187,-40.774544,2.7261338,619.802,22.847534
143,168.2493562122884,-6.339552,-141.48024,-31.13646,18.806017,235.15517,-32.93883,9.976729,615.04767,36.12556
144,168.66012378897298,-8.746909,-141.10707,-31.395033,7.0768485,238.06189,-36.383003,-4.0157924,620.8391,30.079918
145,168.60168895930258,-8.740366,-141.03842,-31.333279,10.106366,237.86716,-37.36368,1.3419409,620.7137,28.156042
146,168.44164140534988,-10.925491,-142.32372,-29.964163,0.48916695,235.15265,-30.743149,-12.778157,614.78033,41.911842
147,168.16577006477308,-9.6094,-143.77061,-29.091398,5.7895546,231.41644,-27.52553,-7.739797,608.2535,47.369297
148,168.63401453709696,-11.215819,-142.7608,-29.396652,-1.2601279,233.47223,-27.154243,-14.601504,611.3537,47.37408
149,167.74539155815265,-9.429491,-143.2744,-29.774992,8.915346,231.68098,-28.95014,-8.163484,608.26373,45.313328
150,168.86891157284285,-10.707205,-142.82867,-30.060417,-2.861945,233.89467,-30.97418,-15.176806,613.1285,39.830452
151,167.69551751683323,-9.946024,-143.58687,-30.259485,9.9065895,230.97745,-31.212084,-5.3276105,607.56335,41.709526
152,168.78760158586843,-11.83995,-142.62512,-29.464514,-4.8261433,235.26979,-30.633465,-19.047989,615.6837,40.422703
153,168.77573583973285,-10.245964,-143.05121,-28.746447,1.3735816,233.16266,-26.340733,-9.751105,611.3408,47.564865
154,168.88034530951347,-10.934679,-142.36234,-28.146746,-2.6363423,235.12793,-23.676756,-13.56179,614.2013,52.89915
155,167.82958303118318,-9.040993,-143.14493,-29.520313,6.778773,233.1315,-30.029387,-9.2229395,611.3218,44.27908
156,168.69604546136537,-8.816596,-142.50809,-28.734074,4.0030556,234.166,-25.201544,-7.007584,612.58716,50.13936
