,gast:KNEE:theta,gast:HIP:pos-X,gast:HIP:pos-Y,gast:HIP:pos-Z,gast:KNEE:pos-X,gast:KNEE:pos-Y,gast:KNEE:pos-Z,gast:ANKLE:pos-X,gast:ANKLE:pos-Y,gast:ANKLE:pos-Z
81,128.63950461149702,76.339195,105.13015,860.4716,-149.80254,285.5363,588.42456,-135.27385,245.5812,132.36487
82,130.74047763038212,71.14153,108.59799,862.2912,-146.67804,278.30087,580.02234,-129.4929,237.64122,124.37326
83,130.93911319182442,71.53641,107.77333,862.0814,-138.50012,282.00238,573.0043,-119.214836,235.00812,119.0837
84,132.99577535846905,73.635895,106.97946,862.35925,-126.51691,277.47766,565.3978,-108.962776,231.8356,111.984375
85,134.38673313765838,76.5792,105.0814,862.94354,-113.72646,274.96066,556.00104,-95.78076,226.10492,104.05344
86,133.61645172382103,81.72243,101.59713,862.73724,-103.49649,274.79767,552.54065,-87.03335,211.68787,100.79366
87,133.64224934831617,86.65007,97.988205,863.04474,-90.07196,277.7139,551.40955,-82.16065,207.04132,104.32863
88,132.0617435743752,89.09367,95.62381,863.56415,-80.97699,276.85342,551.5988,-83.40478,181.04332,111.30214
89,134.81978420651012,91.234695,93.99314,863.5939,-75.24447,257.72696,543.8516,-83.59612,159.24632,105.88879
90,137.28350174202544,91.50224,92.80385,864.2461,-68.468285,245.14824,538.8117,-80.805855,148.76413,104.896484
91,141.53098465099208,90.37832,93.941635,864.8623,-62.526806,224.29758,531.2511,-73.307175,136.8869,97.5498
92,145.43068457270545,90.57747,94.7888,865.07404,-59.868084,201.57281,522.4073,-60.804688,128.65657,89.97208
93,148.55694070299575,89.31676,95.61182,866.0611,-55.859653,183.00288,517.32764,-47.039085,124.409676,85.95526
94,151.75181632878258,89.18111,95.51419,866.5477,-54.134457,161.55652,511.76102,-40.910587,118.92522,80.01101
95,153.96027432708885,90.69609,94.2036,866.4124,-48.688873,147.90417,509.00375,-34.43426,118.495705,81.76535
96,154.80200634983373,92.611626,93.644905,866.3802,-44.429825,138.33073,505.48273,-28.509565,109.20262,80.165565
